project_id,canonical_project_code,canonical_project_name,canonical_agency,canonical_state,canonical_sector,first_report_date,last_report_date,observation_count,identity_confidence
PRJ_CODE_N24000035,N24000035,"NALBARI TO BIJNI (AS-8) - NHAI,Assam",AS-8,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000036,N24000036,"SITAPUR-LUCKNOW - NHAI,Uttar Pradesh",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-12,28,HIGH
PRJ_CODE_N24000037,N24000037,"THRISSUR TO ANGAMALI (NH-47) - NHAI,Kerala",NH-47,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-09,26,HIGH
PRJ_CODE_N24000038,N24000038,"GUWHATI TO NALBARI (AS-4) - NHAI,Assam",AS-4,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000039,N24000039,"JAWAHARLAL NEHRU PORT PHASE- II,SH-54 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_N24000040,N24000040,NEW MANGALORE PORT NH-17 AND,,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000041,N24000041,KONDHALI-TELEGAON -,,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_N24000042,N24000042,"NAGAON TO DHARAMTUL (AS-2) - NHAI,Assam",AS-2,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000044,N24000044,"SONAPUR TO GUWAHTI (AS-3) - NHAI,Assam",AS-3,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000045,N24000045,"ASSAM/WB BORDER TO GAIRKATTA (WB-1) - NHAI,West Bengal",WB-1,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000046,N24000046,"GUWAHATI TO NALBARI (AS-5) - NHAI,Assam",AS-5,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000047,N24000047,"NALBARI TO BIJNI (AS-6) - NHAI,Assam",AS-6,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000048,N24000048,"NALBARI T BIJNI (AS-7) - NHAI,Assam",AS-7,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000049,N24000049,"DHARAMTUL TO SONAPUR,KM 205-",AS-20,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000050,N24000050,NALBARI TO BIJNI (AS-9) -,AS-9,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_N24000051,N24000051,"DHARAMTUL TO SONAPUR (AS-19) - NHAI,Assam",AS-19,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000054,N24000054,"TOVARAMKURCHI-MADURAI,NH45B (NHAI) -",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-08,13,HIGH
PRJ_CODE_N24000055,N24000055,"NAGPUR-KONDHALI,NH-6(NHAI) - NHAI,Maharashtra",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000056,N24000056,"THANJAUR-TRICHY,NH-67(NHAI) - NHAI,Tamil Nadu",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000057,N24000057,"GANJAM-ICCHAPURUM,NH-5(NHAI) - NHAI,Orissa",NHAI,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000060,N24000060,AP/KARNATKA BORDER-NANDI HILL CROSSING AND DEVANHA -,,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-08,13,HIGH
PRJ_CODE_N24000061,N24000061,"HARANGAJO TO MAIBANG,km 164.08- 190.587 NH-54 - NHAI,Assam",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000062,N24000062,"HARANGAJO TO MAIBANG, NH-54 - NHAI,Assam",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000063,N24000063,"BRAHMPUTRA BRIDGE,NH NO-31 - NHAI,Assam",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000066,N24000066,"PANIPAT TO PANCHI GUJRAN, NH-1 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_N24000067,N24000067,"PALANPUR TO SWAROOPGANJ,NH- 14 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_N24000068,N24000068,"CHAMBAL BRIDGE, NH-76 (RJ-5) - NHAI,Rajasthan",RJ-5,,ROAD TRANSPORT & HIGHWAYS,2008-05,2012-11,38,HIGH
PRJ_CODE_N24000069,N24000069,"BARA TO ORAI, NH-2, 25 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-02,19,HIGH
PRJ_CODE_N24000070,N24000070,Bharuch-Surat Package BOT-II -,,,ROAD TRANSPORT & HIGHWAYS,2008-11,2009-03,2,HIGH
PRJ_CODE_N24000071,N24000071,Vadodara-Bharuch Package BOT-I -,,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_N24000076,N24000076,HYDERABAD-BANGALORE SEC.(NS CORR.PH-II)[KM 251-293 -,NS CORR.PH-II,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-12,17,HIGH
PRJ_CODE_N24000077,N24000077,HYDERABAD-BANGALORE SEC.(NS CORR.PH-II)[KM 293.4-3 -,NS CORR.PH-II,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-12,17,HIGH
PRJ_CODE_N24000078,N24000078,HYDERABAD-BANGALORE SEC.(NS CORR.PH-II)[KM 336-376 -,NS CORR.PH-II,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-11,16,HIGH
PRJ_CODE_N24000079,N24000079,HYDERABAD-BANGALORE SEC.(NS CORR.PH-II)[KM 376-418 -,NS CORR.PH-II,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-10,15,HIGH
PRJ_CODE_N24000080,N24000080,HYDERABAD-BANGALORE SEC.(NS CORR.PH-II)[KM 418-463 -,NS CORR.PH-II,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-10,15,HIGH
PRJ_CODE_N24000081,N24000081,HYDERABAD-BANGALORE SEC.(NS CORR.PH-II)[KM 211-251 -,NS CORR.PH-II,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-12,17,HIGH
PRJ_CODE_N24000082,N24000082,"TINDIVANAM-UIUNDURPET,KM 121- 192.25 NH-45 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_N24000083,N24000083,"PADALUR-TRICHY, NH-45 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-08,13,HIGH
PRJ_CODE_N24000084,N24000084,"UIUWDURPET-PADALUR,NH-45 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-03,1,HIGH
PRJ_CODE_N24000085,N24000085,"GORAKHPUR BYPASS, NH-28, PHASE-II EAST-WEST CORRID - NHAI,Uttar Pradesh",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-03,31,HIGH
PRJ_CODE_N24000086,N24000086,"SIX LANING OF BANGLORE-HOSUR SECTION OF NH-7, PHAS -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-03,8,HIGH
PRJ_CODE_N24000087,N24000087,"KURALI-KIRATPUR, NH-21 (PUNJAB)",,,ROAD TRANSPORT & HIGHWAYS,2007-07,2011-06,46,HIGH
PRJ_CODE_N24000088,N24000088,"GWALIOR BYPSS, NH-75,3 - NHAI,Madhya pradesh",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000089,N24000089,"GWALIOR-JHANSI, NH-75 - NHAI,Multi State",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000090,N24000090,"KOSI BRIDGE INCLUDING APPROACHES AND GUIDE BOND AN - NHAI,Bihar",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-12,28,HIGH
PRJ_CODE_N24000092,N24000092,"KADAL TO ARMUR, NH-7 -",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2009-10,3,HIGH
PRJ_CODE_N24000093,N24000093,"MAHARASHTRA/AP BORDER TO ISLAM NAGAR,(NS-2/BOT/AP-6),NH-7 -",NS-2/BOT/AP-6,,ROAD TRANSPORT & HIGHWAYS,2009-03,2010-08,13,HIGH
PRJ_CODE_N24000094,N24000094,"LAKHNAADON TO MP/MH BORDER,KM 596.75-653 (NS- 1/BOT/MP-2),NH7 - NHAI,Madhya pradesh",NS- 1/BOT/MP-2,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000095,N24000095,"LAKHNADON TO MP/MH BORDER (NS-1/BOT/MP-2), NH-7 - NHAI,Madhya pradesh",NS-1/BOT/MP-2,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000096,N24000096,"JHANSI TO LALITPUR, NH-25,26 - NHAI,Uttar Pradesh",,,ROAD TRANSPORT & HIGHWAYS,2007-10,2012-11,58,HIGH
PRJ_CODE_N24000097,N24000097,"JHANSI TO LALITPUR, NH-26 - NHAI,Uttar Pradesh",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-11,27,HIGH
PRJ_CODE_N24000098,N24000098,"AGRA-BYPASS(NS-1/UP-1),KM 176.8- 13.03 NH-2,3 - NHAI,Uttar Pradesh",NS-1/UP-1,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000099,N24000099,"TRICHY - DINDIGUAL NH-45 - NHAI,Tamil Nadu",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-12,28,HIGH
PRJ_CODE_N24000100,N24000100,"PONDICHERY - TINDIVANAU NH-66 - NHAI,Tamil Nadu",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-11,27,HIGH
PRJ_CODE_N24000101,N24000101,"TRICHY - KORUR NH-67 - NHAI,Tamil Nadu",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000102,N24000102,"SALEM - U / UNDRUPET(BOT -1/TN- 06) NH -68 - NHAI,Tamil Nadu",BOT -1/TN- 06,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000103,N24000103,NEELAMANGALA JUNCTION ON NH-4 WITH NH-48 TO DEVIHALLI (KAR.),,,ROAD TRANSPORT & HIGHWAYS,2007-10,2012-04,50,HIGH
PRJ_CODE_N24000104,N24000104,BANGALORE-NEELAMANGLALA NH-4 -,,,ROAD TRANSPORT & HIGHWAYS,2008-12,2010-11,17,HIGH
PRJ_CODE_N24000105,N24000105,ELEVATED HIGHWAY FROM SILK BOARD JUNCTION TO ELECTRONIC CITY,,,ROAD TRANSPORT & HIGHWAYS,2007-10,2010-08,34,HIGH
PRJ_CODE_N24000106,N24000106,"BANGLORE - HOSKOTE MUDBOGAL SECTION NH-4 - NHAI,Karnataka",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2011-05,22,HIGH
PRJ_CODE_N24000107,N24000107,"NH CONNECTIVITY TO ICTT VALLARPADAEU NH - SH - NHAI,Kerala",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000108,N24000108,"DHOLPUR - MORENA SECTION (INCLUDING CHAMBOL BRIDGE - NHAI,Multi State",,,ROAD TRANSPORT & HIGHWAYS,2009-03,2012-11,37,HIGH
PRJ_CODE_N24000109,N24000109,ISLAM NAGAR TO KADTAL,,,ROAD TRANSPORT & HIGHWAYS,2008-03,2010-08,29,HIGH
PRJ_CODE_N24000110,N24000110,LUMDING TO DABOKA,,,ROAD TRANSPORT & HIGHWAYS,2008-03,2010-03,24,HIGH
PRJ_CODE_N24000115,N24000115,"PATHANKOT BHOGPUR NH-1A - NHAI,Punjab",,,ROAD TRANSPORT & HIGHWAYS,2009-04,2012-02,34,HIGH
PRJ_CODE_N24000116,N24000116,"BALASORE BHADRAK (REVIVED) KM 136.5 - 199.14 NH-5 - NHAI,Orissa",REVIVED,,ROAD TRANSPORT & HIGHWAYS,2009-04,2012-11,41,HIGH
PRJ_CODE_N24000117,N24000117,"ZIRAKPUR(HARYANA) - PARWANOO(HIMACHAL PRADESH) - NHAI,Multi State",HIMACHAL PRADESH,,ROAD TRANSPORT & HIGHWAYS,2009-05,2012-02,33,HIGH
PRJ_CODE_N24000118,N24000118,"END OF DURG BYPASS- CHHATISGARH/MAHARASHTRA BORDER - NHAI,Chhatisgarh",,,ROAD TRANSPORT & HIGHWAYS,2009-09,2012-11,36,HIGH
PRJ_CODE_N24000119,N24000119,"KALGHAT-MP/MAHARASHTRA BORDER KM 16.6-84.70 - NHAI,Madhya pradesh",,,ROAD TRANSPORT & HIGHWAYS,2009-09,2011-04,20,HIGH
PRJ_CODE_N24000120,N24000120,WAINGANGA BRIDGE - CHHATISGARH-MAHARASHTRA -,,,ROAD TRANSPORT & HIGHWAYS,2009-09,2010-08,12,HIGH
PRJ_CODE_N24000121,N24000121,AMRITSAR-WAGHA BORDER -,,,ROAD TRANSPORT & HIGHWAYS,2009-05,2010-09,17,HIGH
PRJ_CODE_N24000122,N24000122,"DELHI/ HARYANA BORDER TO ROHTAK - NHAI,Haryana",,,ROAD TRANSPORT & HIGHWAYS,2009-06,2012-11,39,HIGH
PRJ_CODE_N24000123,N24000123,"PIMPALGAON-NASIK-GONDE, NH-3 (NHDP-PHASE-III) - NHAI,Maharashtra",NHDP-PHASE-III,,ROAD TRANSPORT & HIGHWAYS,2009-10,2012-11,35,HIGH
PRJ_CODE_N24000124,N24000124,"Four Lanning from MP/Maharashtra Border to nagpur - NHAI,Maharashtra",,,ROAD TRANSPORT & HIGHWAYS,2010-10,2012-11,23,HIGH
PRJ_CODE_N24000125,N24000125,"Gujarat/Maharashtra BorderSurat-Hazira Port Section - NHAI,Gujarat",,,ROAD TRANSPORT & HIGHWAYS,2010-10,2012-11,23,HIGH
PRJ_CODE_N24000126,N24000126,"MP/Maharashtra Border-Dhula - NHAI,Maharashtra",,,ROAD TRANSPORT & HIGHWAYS,2010-10,2012-11,23,HIGH
PRJ_CODE_N24000127,N24000127,"Pune-sholapur,pkg1 - NHAI,Maharashtra",,,ROAD TRANSPORT & HIGHWAYS,2010-10,2012-11,23,HIGH
PRJ_CODE_N24000128,N24000128,"Kishangarh-Ajmer-Beawer - NHAI,Rajasthan",,,ROAD TRANSPORT & HIGHWAYS,2010-10,2012-11,23,HIGH
PRJ_CODE_N24000129,N24000129,"Chennai-Tada(Six lane) - NHAI,Tamil Nadu",Six lane,,ROAD TRANSPORT & HIGHWAYS,2010-10,2012-11,23,HIGH
PRJ_CODE_N24000130,N24000130,"Gurgaon-Kotputli Km 42.70 to 54.4 Km - NHAI,Multi State",,,ROAD TRANSPORT & HIGHWAYS,2010-10,2012-11,23,HIGH
PRJ_CODE_N24000131,N24000131,Surat- Dahisar(Six Lane) Km 263 to Km,Six Lane,,ROAD TRANSPORT & HIGHWAYS,2010-10,2012-11,23,HIGH
PRJ_CODE_N24000132,N24000132,"Chilkaluripet-Vijaywada 6 lane (km 355 to Km 434.1) - NHAI,Andhra Pradesh",km 355 to Km 434.1,,ROAD TRANSPORT & HIGHWAYS,2010-10,2012-11,23,HIGH
PRJ_CODE_N24000133,N24000133,"Panipat-Jalandhar 6 lane(Km 96 to 387.1 km) - NHAI,Haryana",Km 96 to 387.1 km,,ROAD TRANSPORT & HIGHWAYS,2010-10,2012-11,23,HIGH
PRJ_CODE_N24000134,N24000134,"Hyderabad-Vijaywada Km. 40 to 221.50 Km - NHAI,Andhra Pradesh",,,ROAD TRANSPORT & HIGHWAYS,2010-12,2012-11,21,HIGH
PRJ_CODE_N24000135,N24000135,"Jaipur-Tonk-Deoli - NHAI,Rajasthan",,,ROAD TRANSPORT & HIGHWAYS,2011-01,2012-11,20,HIGH
PRJ_CODE_N24000136,N24000136,"Indore-Jhabua-Gujrat/MP - NHAI,Madhya pradesh",,,ROAD TRANSPORT & HIGHWAYS,2011-01,2012-11,20,HIGH
PRJ_CODE_N24000137,N24000137,"Bijapur-Hungund Section - NHAI,Karnataka",,,ROAD TRANSPORT & HIGHWAYS,2011-01,2012-03,14,HIGH
PRJ_CODE_N24000138,N24000138,"Hungund-Surathkal and Mangalore- Knt/Kerala Border - NHAI,Karnataka",,,ROAD TRANSPORT & HIGHWAYS,2011-01,2013-04,23,HIGH
PRJ_CODE_N24000139,N24000139,"New 4 Lane elevated road from chennai airport - NHAI,Tamil Nadu",,,ROAD TRANSPORT & HIGHWAYS,2011-01,2012-11,20,HIGH
PRJ_CODE_N24000140,N24000140,"Talegaon-amravati - NHAI,Maharashtra",,,ROAD TRANSPORT & HIGHWAYS,2011-01,2012-11,20,HIGH
PRJ_CODE_N24000141,N24000141,"Hazaribagh-Ranchi - NHAI,Jharkhandd",,,ROAD TRANSPORT & HIGHWAYS,2011-01,2012-11,20,HIGH
PRJ_CODE_N24000142,N24000142,"Hyderabad-yadgiri N.H no-202 - NHAI,Andhra Pradesh",,,ROAD TRANSPORT & HIGHWAYS,2011-01,2012-11,20,HIGH
PRJ_CODE_N24000143,N24000143,"Armur to kadloor yellareddy - NHAI,Andhra Pradesh",,,ROAD TRANSPORT & HIGHWAYS,2011-01,2012-11,20,HIGH
PRJ_CODE_N24000144,N24000144,"CHENGAPALLI TO COIMBATORE BYPASS KM-102.035-144.740 KM - NHAI,Tamil Nadu",,,ROAD TRANSPORT & HIGHWAYS,2011-03,2012-11,18,HIGH
PRJ_CODE_N24000145,N24000145,"CUDDAPAH-MYDUKUR-KURNOOL KM-167.750-356.502 KM - NHAI,Andhra Pradesh",,,ROAD TRANSPORT & HIGHWAYS,2011-03,2012-11,18,HIGH
PRJ_CODE_N24000146,N24000146,"KUNDUPUR-SURATHKAL & MANGLORE - NHAI,Karnataka",,,ROAD TRANSPORT & HIGHWAYS,2011-03,2013-04,21,HIGH
PRJ_CODE_N24000147,N24000147,"AMRITSAR-PATHANKOT - NHAI,Punjab",,,ROAD TRANSPORT & HIGHWAYS,2011-03,2012-11,18,HIGH
PRJ_CODE_N24000148,N24000148,"DEOLI-KOTA - NHAI,Rajasthan",,,ROAD TRANSPORT & HIGHWAYS,2011-03,2012-11,18,HIGH
PRJ_CODE_N24000149,N24000149,"SIX LANNING OF VADAKKANCHERRY THRISSURESECTION - NHAI,Kerala",,,ROAD TRANSPORT & HIGHWAYS,2011-05,2012-11,16,HIGH
PRJ_CODE_N24000150,N24000150,"WADNER-DEVDHARI(NS-60/MH)(KM 94-123 KM) - NHAI,Maharashtra",KM 94-123 KM,,ROAD TRANSPORT & HIGHWAYS,2011-05,2012-11,16,HIGH
PRJ_CODE_N24000151,N24000151,"PANIPAT-ROHTAK - NHAI,Haryana",,,ROAD TRANSPORT & HIGHWAYS,2011-05,2012-11,16,HIGH
PRJ_CODE_N24000152,N24000152,"DEVIHALLI-HASSAN - NHAI,Karnataka",,,ROAD TRANSPORT & HIGHWAYS,2011-05,2013-04,19,HIGH
PRJ_CODE_N24000153,N24000153,"4 LANNING OF BELGUM-KHANPUR SECTION AND 2 LANING - NHAI,Karnataka",,,ROAD TRANSPORT & HIGHWAYS,2011-05,2012-11,16,HIGH
PRJ_CODE_N24000154,N24000154,"MURADABAD-BAREILY - NHAI,Uttar Pradesh",,,ROAD TRANSPORT & HIGHWAYS,2011-05,2012-11,16,HIGH
PRJ_CODE_N24000155,N24000155,"4 LANING OF NAGPUR-BETUL - NHAI,Multi State",,,ROAD TRANSPORT & HIGHWAYS,2011-05,2012-11,16,HIGH
PRJ_CODE_N24000156,N24000156,"PUNE-SATARA(NH-4) - NHAI,Maharashtra",NH-4,,ROAD TRANSPORT & HIGHWAYS,2011-05,2012-11,16,HIGH
PRJ_CODE_N24000157,N24000157,"CHITRADURGA-TUMKUR(NH-4) - NHAI,Karnataka",NH-4,,ROAD TRANSPORT & HIGHWAYS,2011-05,2013-04,19,HIGH
PRJ_CODE_N24000158,N24000158,"BELGAUM-DHARWAD(NH-4) - NHAI,Karnataka",NH-4,,ROAD TRANSPORT & HIGHWAYS,2011-05,2013-04,19,HIGH
PRJ_CODE_N24000159,N24000159,"INDORE-DEWAS(NH-3) - NHAI,Madhya pradesh",NH-3,,ROAD TRANSPORT & HIGHWAYS,2011-05,2012-11,16,HIGH
PRJ_CODE_N24000160,N24000160,"UGRADATION OF HYDERABAD- BANGALORE SECTION - NHAI,Karnataka",,,ROAD TRANSPORT & HIGHWAYS,2011-05,2013-04,19,HIGH
PRJ_CODE_N24000161,N24000161,"QUAZIGUND-BANIHAL KM.220.00 TO KM.188.00 - NHAI,J and K",,,ROAD TRANSPORT & HIGHWAYS,2011-09,2012-11,12,HIGH
PRJ_CODE_N24000162,N24000162,"NASHRI CHANANI - NHAI,J and K",,,ROAD TRANSPORT & HIGHWAYS,2011-09,2012-11,12,HIGH
PRJ_CODE_N24000163,N24000163,"JAMMU-UDHAMPUR KM.27.5 TO KM.67.00 - NHAI,J and K",,,ROAD TRANSPORT & HIGHWAYS,2011-09,2012-11,12,HIGH
PRJ_CODE_N24000165,N24000165,"PATNA-MUZZAFFARPUR - NHAI,Bihar",,,ROAD TRANSPORT & HIGHWAYS,2011-09,2012-11,12,HIGH
PRJ_CODE_N24000166,N24000166,"2 LANNING OF MOKAMA-MUNGER - NHAI,Bihar",,,ROAD TRANSPORT & HIGHWAYS,2011-09,2012-11,12,HIGH
